,popularity
120851,50
149813,62
127740,32
163692,34
4649,41
224742,52
13096,60
21939,55
161784,31
59666,51
104997,0
149456,65
95967,53
77157,72
138058,0
198670,41
197274,39
55256,56
14511,72
121312,52
149317,63
75209,0
84086,44
2231,40
109674,65
164716,22
92683,36
181801,63
192851,59
215083,51
65861,44
130909,30
116208,63
3975,39
93235,65
85010,42
181374,41
43131,54
226305,54
151846,62
167067,66
147873,44
97080,65
191711,13
137176,24
134262,56
224058,62
146864,46
126426,0
144163,46
23860,44
9219,49
64783,40
186444,25
95288,57
132034,37
12873,44
152311,73
199306,35
25091,40
74413,0
32002,20
58641,27
48666,41
222894,63
55337,0
52420,24
443,0
59554,58
218062,33
175192,12
54216,7
170470,22
6387,51
29380,27
113008,61
179853,35
118698,56
48499,33
4064,40
178784,43
140706,62
15341,66
47204,42
142896,46
139709,58
7133,38
73292,2
185794,49
188902,38
189561,23
37210,32
163644,18
116363,62
717,42
100195,57
73218,3
40965,58
130212,33
57874,0
22530,46
197510,63
16027,63
4490,38
170502,22
167260,27
102899,53
35339,15
138760,20
67932,74
50186,31
133190,33
134154,31
81196,5
133516,32
39297,30
66858,76
188126,23
122447,57
169045,28
204706,23
145348,57
21235,61
177190,31
214346,51
100851,46
93185,68
29355,32
18295,69
144357,60
179208,34
197849,59
173091,16
14227,69
213929,52
193102,58
96976,57
27042,30
34702,15
195017,2
37408,28
100100,54
216221,45
193134,50
194672,8
138451,39
187162,28
230488,39
114540,64
88723,54
98534,51
211602,12
8620,33
37909,31
54049,62
68791,63
54105,65
35417,20
43681,54
192775,59
148154,43
173786,16
191142,22
131332,1
100454,47
100133,52
176175,42
169999,25
102029,46
178840,39
79962,15
179253,39
156280,55
96190,55
13170,49
146558,56
59318,21
178891,36
23593,41
44208,45
84564,46
28840,28
225868,54
173922,15
212022,12
13362,48
198311,42
148121,44
102845,52
230793,37
77347,72
180263,36
134180,31
115521,61
58063,35
156416,53
38881,31
89292,53
214051,52
13557,43
159773,46
150958,62
138064,22
198909,37
33187,15
171396,22
84989,59
36710,37
121385,55
11177,41
199927,41
51259,36
92031,57
103307,44
18789,55
14059,71
182491,34
75176,0
76352,0
157139,39
8536,36
104280,0
138469,30
104671,27
110480,64
223769,62
80148,7
15123,56
78384,59
53419,22
172868,17
155979,53
168338,36
213795,52
75889,0
203434,34
72341,23
98422,61
103333,47
148583,47
48934,31
34572,20
32923,16
3261,56
21909,59
177214,31
170248,25
155924,52
184309,10
56167,1
206684,29
158280,55
144300,43
162698,34
6879,49
68538,63
214916,50
146462,49
104803,0
131191,41
129268,22
191812,13
176007,41
57148,55
7277,37
51843,28
69966,61
159031,52
207701,55
108392,79
111321,69
220326,27
50102,28
107287,5
45720,64
222397,65
137920,29
147527,46
25218,41
88525,53
126245,36
12420,43
215757,46
197225,42
151636,59
121667,47
84046,49
207267,60
33365,18
47479,36
32385,18
153858,51
228488,47
47747,46
83987,50
218348,30
61676,45
153840,64
177916,34
41792,58
43511,51
60919,47
220579,26
77379,73
124857,37
34942,19
2109,42
52025,35
35400,12
212173,10
79174,54
32212,33
183443,19
18436,63
135273,29
221809,72
78916,59
213435,57
53559,26
217096,33
135882,25
214586,50
52760,37
76294,0
65835,40
114380,65
146390,54
31982,19
144828,50
25668,37
116349,60
41943,55
39383,19
57048,53
230364,46
153556,56
183374,20
62770,49
21477,52
90480,58
201820,29
102928,41
16588,52
9758,61
145745,63
206245,26
41044,73
57154,55
194034,10
153553,59
204147,26
46721,45
208264,45
208183,44
37463,34
48374,41
225352,59
32093,19
22772,52
63223,47
177281,39
157567,31
193109,71
43354,51
212315,74
140740,50
217665,31
123092,50
81710,16
115870,65
185109,26
159555,50
190313,19
89005,51
12919,42
36013,17
171354,21
11765,45
9971,51
141228,58
67704,66
50008,37
489,3
14786,64
150747,59
198697,42
4491,37
93985,60
196888,43
114659,64
231744,34
154456,49
31822,14
153074,58
131265,42
128724,32
114925,63
183807,13
197806,54
122317,52
866,44
176082,36
221078,28
125238,50
111650,72
105672,4
115396,66
63980,49
106965,6
218746,27
216711,44
163281,30
154651,56
45038,20
199786,40
207851,51
230694,43
85028,39
215397,46
7346,38
117675,60
16415,58
28110,40
99958,52
200416,39
230137,41
59087,22
42871,55
44015,49
73909,2
130796,27
139234,63
136749,27
225580,57
220752,36
209731,38
98176,58
19816,59
110003,78
214260,52
139884,48
44876,58
146819,53
36708,33
72913,3
144967,52
103494,45
134096,33
11353,46
161594,36
123592,43
152818,74
28398,38
175476,11
123093,50
6792,46
227699,51
166178,79
24237,35
180961,34
214777,51
110333,70
120751,53
176741,36
225861,60
45773,62
165463,13
127269,36
22284,60
123709,49
11530,46
211080,32
121653,48
55391,0
82809,12
189462,26
129073,32
35202,17
48881,31
22527,58
186770,28
172239,19
166278,75
73951,0
162608,39
25987,42
13718,73
180383,28
196472,0
127950,30
69127,62
210020,31
231539,39
195341,0
62737,51
222224,68
69426,61
51092,33
121696,54
136474,31
127819,34
167055,67
207927,47
194874,6
48128,41
187258,38
209177,41
41507,67
227445,57
40419,38
55517,5
182855,24
61422,47
33936,16
131349,42
165132,26
214771,48
27884,47
163310,25
192196,58
144258,47
47115,43
193901,9
17987,53
40649,65
101692,45
94734,65
119146,58
178688,36
176634,42
23591,48
86144,40
159341,40
82754,7
182607,26
184406,16
221356,21
207427,57
198977,40
214644,50
181978,40
140316,57
54720,58
148456,41
189907,19
88297,60
173947,15
49774,37
200831,44
199996,37
24565,47
163995,17
89286,53
22050,46
147115,37
14641,66
49902,40
223692,68
88080,55
166524,65
170936,21
225984,66
27818,50
163392,44
44033,48
40241,29
143405,54
100037,52
195311,0
27570,44
143602,54
28277,36
199300,37
60025,49
219947,30
124854,45
140479,58
100415,55
29663,26
226876,47
164285,24
94600,61
2438,40
218265,32
28792,32
191497,22
191801,13
157433,30
76241,0
174517,16
98136,59
195491,1
155266,49
99164,53
81355,13
226666,53
106435,4
104355,30
40994,59
26152,46
31360,22
120030,51
27573,39
75330,0
56806,62
228114,59
127032,31
2946,57
74858,0
5051,54
192245,63
144469,45
62676,47
202819,34
18032,52
139111,66
26759,38
155278,54
42058,56
157350,41
75604,4
123639,5
38162,31
61727,44
127884,37
20361,60
128109,30
218124,31
79035,61
116829,64
170515,25
179707,38
110105,82
138216,28
125081,41
151319,63
225973,57
131007,41
56398,55
64181,38
22058,53
135113,41
156859,43
33175,19
126751,30
65751,44
187455,51
220513,46
169633,25
88390,54
49505,32
184226,18
96279,55
100731,49
72222,13
50999,32
182456,41
10415,45
43522,56
169303,26
182280,36
55622,8
31382,21
214147,54
45520,11
216385,45
120313,59
204484,27
28656,35
55712,12
92057,49
55039,58
102629,56
226460,58
187798,17
59692,50
207010,26
36659,40
143980,46
25033,37
154042,67
136809,35
13226,49
178880,38
54574,4
92769,35
218540,30
139659,63
166453,72
176981,42
170020,26
164236,28
185883,25
175412,16
186632,21
28429,36
174435,14
128765,29
188374,21
114986,63
99195,56
211751,12
126274,34
97627,55
14056,75
110847,65
169107,28
178319,32
154047,61
224551,62
100377,50
103194,52
215367,52
66760,76
89594,65
69340,64
147420,46
197354,34
157995,30
3378,56
71576,23
148197,46
7,15
12941,45
214310,50
187061,20
217556,33
34793,15
30379,26
51940,25
35713,9
196968,39
4335,41
90,0
138986,81
108384,77
5195,53
84284,44
57055,57
80954,15
51971,29
225563,70
51528,35
157029,37
114905,64
133687,42
136022,41
113196,59
193693,47
99417,54
122486,56
153611,60
46619,48
127953,30
27746,59
120278,53
160771,34
145990,52
25106,38
50882,35
18819,53
101862,49
127784,27
104695,23
82038,19
46296,49
221783,26
211462,11
156444,64
36582,45
80225,17
102436,48
29120,32
126251,32
208315,42
49183,35
46268,47
202001,30
89045,51
122677,50
191688,13
52357,30
75664,0
155021,47
123512,43
29805,27
64619,42
13390,49
153540,57
17996,52
29634,24
157322,43
130150,37
2937,59
224172,65
179067,40
113947,62
117930,58
189501,18
202192,27
205401,31
139974,63
14293,60
195854,0
61884,51
46061,55
138184,27
37795,39
51645,40
192031,66
216869,29
158670,53
128976,38
43975,51
100108,52
58924,19
164361,31
80654,17
32173,17
58788,24
229478,44
10461,22
93305,64
202518,33
201812,34
104201,0
13316,45
183725,13
58103,24
224515,55
208994,37
101603,46
157469,45
67871,69
145523,67
30898,22
207387,62
87109,80
106853,7
53734,24
215962,47
60928,42
157523,40
95052,63
139908,52
153809,54
207691,52
176563,44
133329,31
64155,51
51422,31
16668,54
40036,38
169249,27
47854,34
68318,61
72977,4
2921,55
81054,9
198368,42
147740,43
100732,54
119364,59
196798,39
37260,34
140135,53
231084,36
217598,42
189629,41
119017,55
175755,12
128997,27
208979,40
141783,52
161440,35
9929,53
112347,68
209211,44
80477,7
42932,55
134343,32
64419,44
74957,1
74914,0
110724,63
176311,46
29501,22
175124,13
133151,30
173010,19
230135,41
55638,1
81446,9
66724,78
36048,34
64768,41
77014,0
78935,64
169718,28
90052,52
23850,43
126052,0
32650,21
192693,61
204804,23
7655,39
19442,65
58248,28
5112,48
10362,50
54316,5
181893,48
150466,58
174667,14
58290,29
31172,44
81197,18
139108,73
14237,81
190214,15
197468,34
156675,43
94176,69
65257,45
21520,50
11985,43
217647,36
135065,37
25975,46
69826,60
50706,29
103847,51
9791,44
36331,42
130438,27
152705,73
185762,25
139090,58
1842,61
227890,50
6570,50
121555,54
209119,40
187513,21
215963,46
29133,31
201436,29
197831,51
169932,24
54556,0
31834,30
113610,58
194291,9
217554,32
69743,57
125622,35
18037,54
10226,49
139716,53
94228,56
135164,42
33841,18
127966,29
229689,43
19503,54
219206,35
110992,72
111875,68
223853,63
57698,43
52390,32
109272,72
6149,45
224674,58
164614,21
178277,34
100227,48
25290,44
157196,36
193424,62
167165,22
208360,43
75899,1
175183,12
104785,12
106445,9
20041,65
189993,22
13615,79
98336,57
150189,58
87188,78
14565,66
181842,52
111593,68
97880,56
196278,0
37157,39
114852,64
15068,69
55306,14
46021,59
191697,33
14964,70
197484,36
88895,53
187536,49
198821,42
92411,48
211584,11
148289,48
158666,46
72389,15
37376,35
82224,7
172440,17
126767,37
45307,16
4539,40
127549,28
36388,38
106049,8
199087,40
109495,79
174654,14
64388,47
114432,67
86977,89
62682,50
147290,48
30815,27
17620,54
122685,53
25654,35
79566,20
161322,32
83861,49
192724,58
136972,29
124470,47
181357,31
179414,33
48077,40
227211,52
181572,40
34328,16
95762,58
178700,32
225802,56
210222,32
106246,2
146159,52
102174,55
108561,78
93957,61
104559,0
184967,29
110515,70
48898,36
228304,54
47311,43
190900,18
84671,47
30253,19
210722,34
161415,36
31283,23
6195,51
121052,57
45064,18
111529,64
57745,35
36262,39
205029,24
127225,38
12946,41
110894,65
40215,21
149158,60
146870,47
30772,24
173429,17
118524,56
60101,52
187310,29
54787,60
195925,0
145702,58
190538,22
13487,43
39928,36
80311,14
92110,48
169626,26
158196,51
162673,35
211977,11
71253,33
180378,29
140911,55
116717,58
84646,47
177237,40
187146,18
119855,64
97634,55
231958,36
126465,30
12436,47
162832,26
123939,41
114539,66
163753,29
28154,33
144771,44
98614,64
172169,22
83792,48
78894,62
178889,32
13818,78
86504,40
159338,46
61463,45
57731,33
82687,10
145253,48
54,0
161328,29
128603,26
19516,59
224542,57
130164,30
140470,55
71147,20
188142,21
222287,60
132885,38
197908,44
113750,61
127951,26
180814,35
63070,43
136913,30
114235,69
6143,53
131590,37
11397,48
127658,38
173080,18
52313,26
63920,47
34075,16
131006,41
130591,31
218720,4
16007,63
112447,65
96642,50
231813,38
214576,49
100594,52
87401,74
16286,57
32616,39
70150,63
35886,12
37315,38
31217,21
168193,37
58816,18
192820,61
188364,19
17901,51
11184,50
180972,33
195461,2
193171,57
157927,32
113874,64
155679,53
55182,59
52615,36
76925,0
151604,63
151656,65
198629,45
96595,51
231475,37
220045,27
100471,41
125640,35
74352,0
96210,53
69945,56
86477,39
32986,47
171509,22
28490,33
206284,19
141369,58
193042,52
158628,50
128649,0
31886,23
158726,49
176611,38
50424,28
113534,63
121549,53
150795,62
13438,48
210243,39
199108,46
123402,0
67917,71
227430,48
66315,40
208799,43
222226,63
109263,69
165714,24
146319,54
91047,57
151444,58
200671,38
58673,21
116565,57
114308,69
85342,46
101912,48
142811,47
7289,39
80115,9
39448,28
112206,67
227338,50
127334,34
16465,52
76582,1
112324,59
142259,57
111229,67
96501,52
62967,46
3544,57
115528,63
208827,39
218892,30
219294,36
65786,45
93061,72
66193,46
152289,85
147390,45
186113,57
179291,39
120630,56
43777,56
137588,29
17551,55
138011,27
11879,42
217729,35
105714,4
195239,0
158829,49
165901,34
137284,27
47898,39
206511,30
42428,54
19795,49
5336,56
199693,43
223241,63
85747,47
221911,70
62292,52
30311,26
28615,37
62285,59
52413,38
185472,26
157917,34
165300,24
209371,40
221469,25
182379,30
184174,10
137795,21
162978,20
211553,17
471,0
152773,66
74673,0
167942,37
191896,11
123158,43
65807,44
91088,50
185391,25
128100,32
71343,20
74662,0
108566,75
208525,45
103543,46
49489,41
138931,91
53512,31
129706,28
103969,48
141166,50
140447,51
197467,37
112734,66
53207,29
199587,39
111216,66
120793,51
7918,39
105031,0
180591,26
132379,39
143509,49
605,5
61896,37
128936,27
213074,58
16628,59
34166,14
5951,55
71920,20
95932,58
59949,51
167300,27
94743,58
96278,51
111778,65
83706,46
106716,4
86407,41
146164,55
59825,48
181677,30
197546,61
85710,41
16221,59
64680,47
134447,35
79085,63
95103,56
105282,47
127068,32
64835,48
36359,41
112023,67
140654,48
102578,55
127772,33
24847,46
217235,32
178503,32
214196,51
145873,56
36302,28
97376,59
127116,29
66313,44
209054,42
170121,23
106432,11
75174,1
226276,56
59871,53
178768,37
149127,59
182945,23
86445,38
21253,41
39205,21
126408,36
167020,75
186510,28
132506,40
33351,16
157363,32
121619,56
132305,49
122538,53
193302,58
2261,40
201263,35
222077,64
66776,83
43499,58
37270,45
3327,56
139026,72
60519,52
208372,46
125523,9
103434,48
34790,16
187126,27
37882,28
139343,63
132303,34
116109,60
120112,56
158556,51
8154,36
111353,63
90641,49
221876,68
165212,24
17755,47
6220,50
96132,55
91506,51
109051,73
136292,25
48741,32
157816,36
207108,23
63805,49
69613,58
169830,25
95956,62
100277,42
80326,15
28260,38
21843,44
178853,33
204354,32
150910,60
214894,48
179044,43
15590,65
142790,55
229112,47
53475,27
222694,62
84728,51
24241,42
109397,67
106018,5
88344,59
81073,8
55730,3
216676,44
89085,54
88789,53
147668,37
15071,67
188235,22
74994,4
81153,10
191030,16
200613,34
204363,27
69446,60
20848,46
71121,30
12235,48
177717,37
210633,40
116331,68
84830,44
92710,59
175062,13
11623,47
86647,39
80510,15
172959,16
202268,33
11085,46
132691,46
194851,5
122151,53
84214,56
167683,37
42857,58
74556,0
175913,11
91021,52
226938,52
75173,0
20807,47
128699,32
152658,71
206725,28
135121,30
3683,44
18165,57
15064,64
86372,42
130304,28
87678,71
129993,30
168281,36
19245,60
110914,66
173291,24
51284,28
33350,35
109728,72
218477,32
30766,41
81848,14
134517,27
64736,55
35088,12
172176,19
189000,20
193175,50
9281,47
140992,53
13330,43
118549,60
57267,58
103693,52
97234,56
232341,46
175474,11
40551,76
41897,54
191789,12
124123,50
188467,18
122674,49
197905,42
91158,65
63352,43
37239,50
58298,28
184805,32
217270,32
86267,43
159352,47
216929,33
64384,48
111394,71
66148,43
169001,28
216751,47
176788,36
28279,36
204031,33
172150,20
224957,58
44459,53
154307,55
179123,45
59283,21
232379,34
67978,52
142203,52
89736,53
50331,24
91102,50
34136,17
137531,32
5283,53
232052,47
105381,5
191172,33
45000,39
157732,33
22544,52
72649,11
224554,59
9517,50
123274,52
52535,27
3972,40
109021,80
40844,63
57588,5
222040,65
53275,26
64224,46
109419,70
22941,53
157982,32
56852,65
132443,55
80495,7
101590,47
129450,29
221582,24
121002,52
83188,46
115578,62
199165,41
205246,24
78726,60
178345,43
163425,19
158237,49
203575,26
224636,58
21894,48
136862,23
59857,55
8950,42
174462,14
103232,51
223131,61
77480,67
118358,60
47189,47
19106,52
110699,64
166945,69
185758,46
165843,20
106954,5
8330,0
41229,64
9345,50
181193,36
181197,32
89150,55
232449,42
129389,31
207631,59
44486,55
90327,56
105845,10
157822,34
139425,68
153817,64
149668,61
218450,34
36360,33
177020,37
23296,45
64684,43
110195,66
199054,46
78200,56
121207,49
131508,37
102867,48
46168,51
119493,60
44763,49
197852,56
191000,15
81403,8
59131,18
51063,24
62120,52
155537,60
25682,34
178419,45
16318,64
29094,33
107395,3
19295,51
70083,60
9297,49
133233,35
172929,16
189228,20
133803,37
189805,29
157425,35
75619,0
149552,57
77672,63
190117,17
103683,52
42832,49
214460,49
102516,46
12852,41
129362,34
71466,30
87495,71
190645,16
166580,69
192613,63
119823,58
176183,37
226159,61
7465,41
180335,32
78186,65
80110,12
115976,62
224763,60
186030,31
35014,16
125780,41
30780,24
59212,13
11565,48
215185,47
119529,58
55261,65
193212,56
7393,45
219496,30
183299,21
157383,33
41423,60
153388,55
116834,59
97216,56
124143,40
8221,38
139238,69
140840,56
92786,46
42069,57
119039,53
218747,4
148930,40
186905,21
159847,40
221561,22
25662,38
105635,7
162441,32
114105,73
55669,1
96320,56
182681,26
61283,58
15300,65
189179,16
191189,12
178357,5
170452,24
219488,37
178758,39
185919,30
26265,36
152585,74
191675,11
145948,58
193523,41
131286,42
111914,66
8337,43
228220,52
195192,6
136478,58
41078,60
65694,39
131966,35
155789,50
65460,39
218137,30
147389,46
28282,34
41155,61
127976,33
52749,27
198256,43
29834,28
111096,75
134118,28
219018,29
58350,28
202499,35
232271,44
229699,46
231806,37
84653,51
129525,26
201416,28
54803,59
44418,46
232030,42
28646,30
148818,35
214886,49
192303,64
177058,0
100372,52
223172,59
201801,27
168536,32
19408,52
81552,4
215336,46
144544,61
124643,38
109364,67
36687,28
49847,30
149334,59
156185,59
86801,46
215903,45
16333,63
231041,33
188652,22
69973,59
69762,59
196570,40
116984,58
140475,55
23649,51
232387,43
66940,74
151012,62
220307,20
219380,26
30757,28
164661,23
34467,19
190532,19
65081,48
187653,48
50853,33
71740,28
212448,82
218526,32
66397,41
164053,23
190770,33
103580,55
143348,50
93468,65
80633,6
20846,49
117198,26
171593,20
123676,5
128862,31
167179,39
149234,59
7009,48
110523,70
224276,55
64017,51
168424,32
225142,57
211094,40
82147,4
25316,37
111608,66
34234,15
223611,56
138857,43
154518,57
181411,31
56887,53
185301,30
9827,51
225292,57
210176,39
100223,48
152389,73
63464,46
178838,34
97447,54
207760,47
29181,28
33528,23
65421,45
80386,16
78131,64
204770,39
9030,91
187270,28
78674,57
150180,66
124956,39
140870,49
38466,27
207977,51
6380,55
64546,44
28568,35
48251,33
145061,51
14113,65
88703,55
6232,53
36504,31
49741,40
48631,37
181290,42
114913,62
81968,8
57352,52
198469,44
32686,24
163106,32
72859,4
43080,61
189225,18
28642,33
228597,52
12599,43
122160,59
11627,45
21574,48
45148,13
179249,46
40508,70
193494,52
15381,64
91511,50
165806,26
64927,42
20319,51
207794,46
93891,58
117871,59
41040,63
64464,46
141541,57
131274,39
117463,58
4134,40
177789,0
36996,39
51366,36
15889,64
103353,49
162183,32
151752,54
27845,46
142871,48
77835,64
204231,27
222116,65
222492,64
228409,49
119105,52
3048,55
215050,49
76647,5
183181,24
187187,21
48594,32
75412,1
94081,60
212914,60
24115,40
16989,60
194425,6
122769,56
98682,59
47282,37
221563,45
6764,48
219077,32
45978,48
192952,58
140525,51
138330,47
223375,64
114800,65
48819,40
834,42
146538,42
54443,0
42539,52
33782,14
69615,60
196451,3
187177,30
62474,51
72685,7
141147,60
63889,46
141094,50
132484,33
141498,55
162950,29
6848,47
205992,24
56042,1
30410,24
42632,56
161620,33
75137,0
52882,30
147914,46
149708,63
169359,27
47700,36
92990,70
205892,30
137372,28
184535,22
231051,44
165464,19
133841,30
40271,31
147256,46
87975,57
155588,56
178058,39
53833,24
53622,20
27853,43
103557,47
104367,26
176079,37
96258,58
68377,58
18292,53
108648,72
154154,52
151208,65
52812,25
134942,41
175208,13
44190,49
105310,49
199912,40
97154,53
168950,28
124267,43
111062,69
230872,46
93281,67
213180,58
79520,20
59320,19
205435,31
104099,21
176799,42
97529,54
168219,34
191344,36
6714,47
109823,68
197389,42
225702,57
44004,45
158809,44
143264,53
167826,36
46834,51
186685,31
2144,41
112673,64
96054,57
153032,54
160103,42
74359,0
20543,54
205644,31
231565,38
85029,46
214293,51
94946,54
121455,48
207506,53
174906,15
201671,35
94912,61
99560,52
100733,51
7701,46
73009,2
105046,54
51934,29
58810,21
89233,54
194247,6
41805,61
141508,55
92061,48
18415,56
159088,34
97408,56
115118,63
106289,2
5757,53
227029,48
21583,43
124406,37
15183,63
106908,7
74448,1
91362,46
85731,40
44411,45
213532,58
144969,48
180184,34
41280,59
181995,46
205019,26
95423,61
133348,51
72293,13
172580,19
122470,64
152002,56
35001,16
42688,51
65545,44
113077,57
70917,28
164857,24
189598,18
12790,51
94017,58
61080,51
168928,43
209403,50
101561,56
4394,38
131866,37
135212,42
169737,25
111318,66
159731,34
12122,45
131041,41
187715,25
128028,30
200449,40
22261,63
122518,54
15519,62
152058,64
78504,61
157084,40
156218,47
131059,40
73258,6
144346,54
21423,53
156296,58
187221,24
44137,54
90602,54
6533,45
220505,32
68069,66
156589,55
110094,68
48775,33
112873,65
146841,50
125082,35
214534,50
82472,5
163966,19
137608,22
126542,18
30086,26
190426,21
84701,55
63872,43
21475,48
64928,57
187178,27
73523,0
215934,44
97274,59
109612,73
208996,47
115231,63
105671,14
41392,62
28230,33
168794,29
72119,16
23949,39
54018,61
188868,21
152885,67
186243,30
116691,67
186533,23
146117,59
123022,43
92425,50
135349,27
199644,38
111698,69
171668,19
120125,62
35864,14
165120,21
57198,56
146143,46
99242,53
12506,43
131725,42
177509,34
13475,40
141367,52
184134,13
20227,58
32991,17
30385,29
40938,66
154437,52
170426,23
121077,70
58870,23
176650,36
227032,45
220674,26
219862,37
107961,85
167600,40
139821,58
105218,50
79419,14
99089,49
190958,25
150432,62
197455,39
156162,51
134613,34
102655,49
114536,67
47165,35
89960,53
123169,54
51074,39
144641,55
161291,32
200675,41
205380,22
137342,39
152785,69
122187,51
148110,39
176354,45
78366,57
118477,54
158286,42
9324,42
195492,0
425,2
181401,31
205140,5
211583,11
13661,78
192159,69
10771,50
52696,30
61190,54
221877,70
143244,47
54732,64
121681,51
93559,74
144081,44
114762,63
210164,37
120242,54
216949,29
15112,74
204446,22
224013,63
179562,30
8948,39
28765,30
202633,28
28124,39
118672,57
196565,40
136876,29
12974,41
61310,47
133835,44
113790,65
90209,50
217024,44
217789,34
140829,49
166584,75
169192,29
223287,58
163022,28
105251,0
3842,40
147545,52
44997,45
40403,23
112893,61
124823,42
71308,28
55690,0
123172,47
129770,4
224106,58
17331,61
168521,29
90004,53
193760,61
82752,9
144834,47
73431,0
137773,48
157783,36
164258,19
211305,13
215350,46
220836,25
212855,61
97930,56
221175,30
18966,51
182377,33
195538,0
194100,6
198667,38
38980,25
80122,18
60741,48
81341,14
158301,55
57038,52
157137,47
139642,60
51983,30
103380,49
186478,27
61549,47
96481,50
156945,39
194183,11
188004,27
122535,54
197471,39
124295,0
34873,16
174626,13
57212,57
194993,34
135515,24
73959,0
80878,16
176230,39
49612,27
224270,64
203590,10
42027,54
46051,55
190000,18
205901,33
18640,48
146304,52
13172,47
202584,26
136711,56
173667,15
225863,59
24912,42
8339,38
43175,48
163957,32
183867,13
166533,71
227786,43
114505,68
97996,56
187410,22
103320,49
114315,71
191733,16
207676,47
114750,67
53424,20
212374,70
68164,68
184929,53
121364,51
23535,52
207306,60
60005,53
25937,37
26883,29
122508,54
108355,74
150357,60
28026,46
141451,54
123014,52
86088,42
126277,35
213936,53
89027,52
32065,20
17269,54
75976,0
26228,46
59109,16
146914,57
77487,63
202966,41
229195,49
207939,47
41527,59
72023,22
4574,38
72165,19
132665,41
60481,51
193495,61
197669,51
140601,56
197857,45
228675,39
34214,15
56748,52
66852,73
65688,46
195591,0
90240,51
1967,41
200230,32
206516,32
25456,39
223974,57
121196,55
150060,58
141245,52
57978,35
99616,52
146848,50
226910,52
95214,57
124645,41
2176,40
142316,50
100748,47
194600,5
185253,26
9637,47
137211,37
75576,0
130187,31
107776,6
171389,20
22710,47
160523,38
3152,55
66697,81
658,0
154271,58
167946,34
104633,0
5114,51
152233,58
94556,61
149948,59
219393,23
33101,0
215894,45
179362,47
9526,50
223564,61
229733,41
94060,62
82177,15
65321,40
113613,61
85306,46
160200,44
30032,28
86634,38
108111,77
26204,40
94003,64
33503,27
124569,37
59284,23
94039,60
81509,5
137083,21
103974,46
15663,57
214681,53
109369,75
20921,46
57367,53
179720,28
89052,54
125594,42
87926,58
31334,22
24508,39
114909,74
165516,37
40228,35
191135,16
109418,73
2793,57
87326,74
48082,39
145259,43
165765,20
136648,28
57810,27
101475,53
54605,0
196698,34
134584,42
175695,13
73705,0
170351,24
204355,40
151590,61
101217,49
39733,36
83362,52
75379,1
90710,49
14290,71
47472,45
125576,38
137775,23
14018,69
352,0
218870,27
26109,35
219805,28
6177,48
175161,14
61893,57
210965,35
10076,47
208156,48
25552,48
92349,50
68150,63
175773,10
22838,49
148032,45
148427,8
177745,44
182815,29
117950,59
61058,55
115377,67
151988,60
215779,45
200749,42
195168,2
112192,64
57580,2
176129,50
109677,56
85429,38
171727,19
23149,43
180311,32
60845,51
1189,63
180426,29
34552,23
216753,45
4721,55
37671,48
12579,52
43495,64
94414,61
36948,31
26640,45
210575,36
30036,26
159745,50
78837,60
116483,61
62949,47
4737,54
125083,41
166986,71
184526,16
55353,0
61966,49
150949,60
17912,62
58548,21
219406,30
113559,64
124524,34
113100,57
98128,60
172528,18
58344,23
99496,54
92977,67
106672,6
142540,49
74078,0
160217,34
163850,29
172554,29
20745,43
215618,0
191,60
161331,40
111871,66
16470,56
141689,47
213556,54
75158,0
54474,1
59428,12
98745,57
64345,45
66324,39
186316,26
57305,51
77935,64
1280,64
171756,19
66645,86
127085,33
74599,0
121427,55
133394,37
39648,48
201410,31
50629,32
219472,30
131080,41
173974,15
122867,69
209842,41
43059,56
115462,65
57551,0
196236,0
101608,51
76292,0
27233,39
165848,11
124725,4
35197,22
13855,74
198360,44
4641,38
210477,44
84605,46
150368,58
164192,26
218991,33
175053,19
62289,45
120679,51
199017,36
96754,51
74977,0
20263,50
86070,45
5442,53
204646,28
180386,39
34843,10
196233,6
232557,47
212312,73
74215,0
190435,16
122314,55
186848,55
100801,50
158614,44
66318,39
52423,32
213009,60
118154,54
204885,24
68158,63
178810,33
86799,44
83600,47
230265,44
153837,3
123515,44
130144,27
219369,27
43797,58
77044,0
183767,13
101729,49
99644,54
21746,51
190063,20
204210,23
1296,66
99510,51
184584,8
192652,63
129340,26
13074,45
230000,47
43859,61
109012,73
41467,56
73170,3
232547,41
217925,35
5812,43
11919,43
110136,71
151792,57
104600,0
224147,62
86395,42
60541,49
110187,75
133311,58
177580,39
201465,28
78642,57
68132,68
216725,42
195015,3
186361,36
27435,40
97248,64
27405,41
124934,39
176600,35
153131,70
199851,38
194641,4
115255,67
112742,68
49671,35
211514,10
180055,35
24262,50
42695,61
146386,47
59000,18
3131,57
69515,58
140885,50
153214,53
135148,31
136214,48
67298,69
88254,55
172902,20
61541,48
171208,23
135894,32
173729,25
187672,42
5887,51
203687,30
144789,42
147044,41
7293,37
19685,51
225838,57
17486,58
2272,41
205527,25
215152,55
188651,26
35372,13
185884,27
102297,58
141695,50
14803,73
210025,38
227938,46
21439,50
153093,55
213938,52
184057,12
163863,22
177562,50
213545,55
41175,65
8327,34
179413,41
61754,46
214993,48
106249,5
88772,67
198742,42
198673,37
197990,46
181091,35
87087,81
216793,32
39377,25
53535,4
104549,0
7118,37
92393,49
90259,53
146226,54
206565,26
129613,32
